"timeBgn","elapsed_days","iso","residuals"
2018-03-01 01:00:00,0,-27.40159,-1.40779990212431
2018-03-01 17:00:00,0.666666666664241,-27.9668170964602,-1.54643122831341
2018-03-01 17:30:00,0.6875,-27.9716464459596,-1.54769682129617
2018-03-01 19:00:00,0.75,-26.5696703601852,-1.21288397054991
2018-03-01 20:30:00,0.8125,-25.7832096089054,-1.02521270778171
2018-03-01 21:30:00,0.854166666664241,-25.3289709334302,-0.916849036218063
2018-03-01 22:00:00,0.875,-25.2996172693878,-0.909943819874578
2018-03-01 23:00:00,0.916666666664241,-24.2598907507407,-0.661617967398525
2018-03-02 00:30:00,0.979166666664241,-24.0157629572222,-0.603595060419226
2018-03-02 01:30:00,1.02083333333212,-24.6269506630814,-0.749926180640942
2018-03-02 02:00:00,1.04166666666424,-24.8678672780612,-0.807630571235149
2018-03-02 03:00:00,1.08333333333212,-24.4794074301852,-0.714993351586535
2018-03-02 04:30:00,1.14583333333212,-25.4693487814471,-0.951980470005123
2018-03-02 05:30:00,1.1875,-28.1121046267442,-1.58396555203555
2018-03-02 06:00:00,1.20833333333212,-28.3396224168367,-1.6384675730077
2018-03-02 07:00:00,1.25,-28.2331074218519,-1.6132314627999
2018-03-02 08:30:00,1.3125,-27.630815985316,-1.46959239565623
2018-03-02 09:30:00,1.35416666666424,-27.7526151332362,-1.49893631150897
2018-03-02 10:00:00,1.375,-27.8011224341837,-1.51064598195023
2018-03-02 11:00:00,1.41666666666424,-27.27325003,-1.38468440085142
2018-03-02 12:30:00,1.47916666666424,-26.6897439721707,-1.24553801479932
2018-03-02 13:30:00,1.52083333333212,-26.6571370055394,-1.23797199022368
2018-03-02 14:00:00,1.54166666666424,-27.0351887413265,-1.32846093480103
2018-03-02 15:00:00,1.58333333333212,-26.7643796198148,-1.26395244308596
2018-03-02 16:30:00,1.64583333333212,-26.5434648385185,-1.2114865972128
2018-03-02 18:00:00,1.70833333333212,-25.6675325204142,-1.00243752568404
2018-03-02 18:30:00,1.72916666666424,-25.7008578883249,-1.01051930723862
2018-03-02 19:30:00,1.77083333333212,-24.3368544723881,-0.68468082221427
2018-03-02 21:00:00,1.83333333333212,-24.5606977304104,-0.73853797844939
2018-03-02 22:00:00,1.875,-25.1314955914454,-0.875220536860812
2018-03-02 22:30:00,1.89583333333212,-24.9215948533333,-0.825159023275538
2018-03-02 23:30:00,1.9375,-24.784897345709,-0.792713120487056
2018-03-03 01:00:00,2,-24.4895335837687,-0.722454203847834
2018-03-03 02:00:00,2.04166666666424,-24.4086372079646,-0.703348553893917
2018-03-03 02:30:00,2.0625,-24.1929390741117,-0.651901810859071
2018-03-03 03:30:00,2.10416666666424,-24.1850783376866,-0.650256047689411
2018-03-03 05:00:00,2.16666666666424,-24.0677910268657,-0.622568823074926
2018-03-03 06:00:00,2.20833333333212,-24.4329823466077,-0.71010312504117
2018-03-03 06:30:00,2.22916666666424,-24.6367272883838,-0.758926199925008
2018-03-03 07:30:00,2.27083333333212,-24.5719851445065,-0.743684070072854
2018-03-03 09:00:00,2.33333333333212,-24.8544078141527,-0.811550714397396
2018-03-03 10:00:00,2.375,-24.9998495495575,-0.846554507623098
2018-03-03 10:30:00,2.39583333333212,-25.2491262343434,-0.90626274027345
2018-03-03 11:30:00,2.4375,-25.3924990184358,-0.940772434380739
2018-03-03 13:00:00,2.5,-25.7279218081937,-1.02131088148462
2018-03-03 14:00:00,2.54166666666424,-25.9356872545723,-1.07121465662114
2018-03-03 14:30:00,2.5625,-26.2517676505051,-1.14689317574201
2018-03-03 15:30:00,2.60416666666424,-26.0199460350093,-1.09171279508489
2018-03-03 17:30:00,2.6875,-25.685865711194,-1.01232542506268
2018-03-03 18:30:00,2.72916666666424,-24.9225338734513,-0.830086861645136
2018-03-03 19:00:00,2.75,-24.8078787616162,-0.802797460361336
2018-03-03 20:00:00,2.79166666666424,-24.137124744879,-0.642690399542006
2018-03-03 21:30:00,2.85416666666424,-23.6614786316574,-0.529344475574627
2018-03-03 22:30:00,2.89583333333212,-23.5331298221239,-0.498901868680866
2018-03-03 23:00:00,2.91666666666424,-22.9854899131313,-0.368106764861719
2018-03-04,2.95833333333212,-23.0327057988827,-0.379633928473133
2018-03-04 01:30:00,3.02083333333212,-23.0786462424581,-0.39097683315693
2018-03-04 02:30:00,3.0625,-22.660914441003,-0.291357628067484
2018-03-04 03:00:00,3.08333333333212,-22.9333585580808,-0.356606793924916
2018-03-04 04:00:00,3.125,-23.1404312644981,-0.406349523589136
2018-03-04 05:30:00,3.1875,-23.5355780869888,-0.501173239837927
2018-03-04 06:30:00,3.22916666666424,-23.8352271519174,-0.573047444985424
2018-03-04 07:00:00,3.25,-24.1149040212121,-0.640026271396399
2018-03-04 08:00:00,3.29166666666424,-24.1155232849162,-0.640416964998338
2018-03-04 09:30:00,3.35416666666424,-24.5476559922932,-0.744084216134272
2018-03-04 10:30:00,3.39583333333212,-24.6867551970501,-0.777579777156365
2018-03-04 11:00:00,3.41666666666424,-24.8894974678392,-0.826167797896012
2018-03-04 12:00:00,3.45833333333212,-24.7251301271375,-0.787119229189046
2018-03-04 13:30:00,3.52083333333212,-24.5544386585502,-0.746681440566516
2018-03-04 14:30:00,3.5625,-24.4065074082596,-0.711562778477387
