"timeBgn","elapsed_days","iso","residuals_phi","rediduals_no_phi"
2017-03-01,0,-14.81570005,1.66228509866924,1.66229382772745
2017-03-01 00:30:00,0.0208333333321207,-14.5197161473799,1.70924317022146,1.70925190401834
2017-03-01 01:00:00,0.0416666666678793,-14.5834567691358,1.69889677202035,1.69890551055458
2017-03-01 01:30:00,0.0625,-14.3892548825708,1.72964070379172,1.729649447062
2017-03-01 02:00:00,0.0833333333321207,-14.2266172716049,1.75535632799664,1.75536507600166
2017-03-01 02:30:00,0.104166666667879,-14.4225851576419,1.72394574438248,1.72395449712091
2017-03-01 03:00:00,0.125,-14.4395554962963,1.72104950212235,1.7210582595929
2017-03-01 03:30:00,0.145833333332121,-14.4406178866812,1.72068731155639,1.72069607375774
2017-03-01 04:00:00,0.166666666667879,-14.4221481407407,1.72343650845649,1.72344527538734
2017-03-01 04:30:00,0.1875,-14.2314204906318,1.75362641680456,1.75363518846358
2017-03-01 05:00:00,0.208333333332121,-14.1801481666667,1.76160089628247,1.76160967266836
2017-03-01 05:30:00,0.229166666667879,-14.0284323270742,1.78557600384378,1.78558478495522
2017-03-01 06:00:00,0.25,-14.0360617333333,1.78416720416147,1.78417598999715
2017-03-01 06:30:00,0.270833333332121,-13.871412670524,1.81020239202945,1.81021118258805
2017-03-01 07:00:00,0.291666666667879,-13.8120370259259,1.81946735348685,1.81947614876705
2017-03-01 07:30:00,0.3125,-13.6588165818777,1.84368176292432,1.84369056292482
2017-03-01 08:00:00,0.333333333332121,-13.7013333333333,1.83671500163164,1.83672380635112
2017-03-01 08:30:00,0.354166666667879,-13.589893029476,1.85427361368454,1.85428242312167
2017-03-01 09:00:00,0.375,-13.6342592938272,1.84701203252008,1.84702084667354
2017-03-01 09:30:00,0.395833333332121,-13.776069712854,1.82422743234536,1.82423625121385
2017-03-01 10:00:00,0.416666666667879,-13.7457901024691,1.8288568013228,1.82886562490499
2017-03-01 10:30:00,0.4375,-14.0360261535948,1.78242770089133,1.7824365291859
2017-03-01 11:00:00,0.458333333332121,-14.0935925975309,1.77306293969275,1.77307177269839
2017-03-01 11:30:00,0.479166666667879,-14.5893289843137,1.69389729804098,1.69390613575635
2017-03-01 12:00:00,0.5,-14.6537901444444,1.68343401277836,1.68344285520216
2017-03-01 12:30:00,0.520833333332121,-15.3679215845316,1.56947769227011,1.56948653940101
2017-03-01 13:00:00,0.541666666667879,-15.3208765197531,1.57677723757177,1.57678608940845
2017-03-01 13:30:00,0.5625,-15.395965069869,1.56462071540632,1.56462957194745
2017-03-01 14:00:00,0.583333333332121,-15.3164814716049,1.57708755162565,1.57709641286991
2017-03-01 14:30:00,0.604166666667879,-15.3007472851852,1.57939896569569,1.57940783164175
2017-03-01 15:00:00,0.625,-15.3291110876543,1.57468544336148,1.57469431400802
2017-03-01 15:30:00,0.645833333332121,-15.060773430719,1.61723658030058,1.61724545564628
2017-03-01 16:00:00,0.666666666667879,-15.039148237037,1.62048615032834,1.62049503037187
2017-03-01 16:30:00,0.6875,-14.4400370546841,1.71572955584373,1.71573844058376
2017-03-01 17:00:00,0.708333333332121,-14.3834073814815,1.72455517412629,1.7245640635615
2017-03-01 18:00:00,0.75,-14.1288757997821,1.76471089334523,1.7647197921668
2017-03-01 18:30:00,0.770833333332121,-14.0416913407407,1.77840362551348,1.77841252902625
2017-03-01 19:00:00,0.791666666667879,-13.8925654962882,1.80196356958085,1.80197247778348
2017-03-01 19:30:00,0.8125,-13.7951585682927,1.81728455826188,1.81729347115304
2017-03-01 20:00:00,0.833333333332121,-13.819331859607,1.81323763611345,1.81324655369181
2017-03-01 20:30:00,0.854166666667879,-13.7301463560976,1.82724875600243,1.82725767826666
2017-03-01 21:00:00,0.875,-13.1337357978166,1.92206109462542,1.92207002157419
2017-03-01 21:30:00,0.895833333332121,-13.000048752439,1.94316115203972,1.9431700836717
2017-03-01 22:00:00,0.916666666667879,-12.807873360917,1.9735783498812,1.97358728619505
2017-03-01 22:30:00,0.9375,-12.7834878073171,1.97726641175213,1.97727535274653
2017-03-01 23:00:00,0.958333333332121,-12.5236622710526,2.01846013625013,2.01846908192373
2017-03-01 23:30:00,0.979166666667879,-12.4900853073171,2.0236122066297,2.02362115698118
2017-03-02,1,-12.1098428039301,2.08398825039795,2.08399720542597
2017-03-02 00:30:00,1.02083333333212,-12.0781950853659,2.08883280104975,2.08884176075296
2017-03-02 01:00:00,1.04166666666788,-11.9897532615721,2.10272459849153,2.10273356286861
2017-03-02 01:30:00,1.0625,-11.995390195122,2.10162948792508,2.10163845697469
2017-03-02 02:00:00,1.08333333333212,-12.2489781844978,2.06103550226839,2.06104447598919
2017-03-02 02:30:00,1.10416666666788,-12.4258658658537,2.03265983580719,2.03266881419785
2017-03-02 03:00:00,1.125,-13.1469170172489,1.91759844504512,1.91760742810429
2017-03-02 03:30:00,1.14583333333212,-13.2095609707317,1.90742169678394,1.90743068451028
2017-03-02 04:00:00,1.16666666666788,-14.341670329476,1.72687825060431,1.72688724299649
2017-03-02 04:30:00,1.1875,-14.3945365707317,1.71825890969926,1.71826790675593
2017-03-02 05:00:00,1.20833333333212,-14.7691965037118,1.65837750918832,1.65838651090815
2017-03-02 05:30:00,1.22916666666788,-14.7363048841463,1.66341926770811,1.66342827408975
2017-03-02 06:00:00,1.25,-14.9639694508734,1.62695414504911,1.62696315609123
2017-03-02 06:30:00,1.27083333333212,-14.9577926621951,1.62774002293174,1.62774903863298
2017-03-02 07:00:00,1.29166666666788,-15.0992841563877,1.60500214337244,1.60501116373146
2017-03-02 07:30:00,1.3125,-15.1952073439024,1.58952323320104,1.58953225821651
2017-03-02 08:00:00,1.33333333333212,-15.1275881231278,1.60009665113538,1.60010568080595
2017-03-02 08:30:00,1.35416666666788,-15.112292702439,1.60233475594602,1.60234379027034
2017-03-02 09:00:00,1.375,-18.7452026440529,1.02341104513614,1.02342008411287
2017-03-02 09:30:00,1.39583333333212,-18.9419877573171,0.991864380651559,0.99187342427935
2017-03-02 10:00:00,1.41666666666788,-19.9552070638767,0.830259071438657,0.830268119716163
2017-03-02 10:30:00,1.4375,-20.0437804170732,0.815950429082962,0.815959482008836
2017-03-02 11:00:00,1.45833333333212,-21.6780506555066,0.555411074083564,0.555420131656458
2017-03-02 11:30:00,1.47916666666788,-21.6941952780488,0.552640191802104,0.552649254020671
2017-03-02 12:00:00,1.5,-23.2887643237885,0.298425076743355,0.298434143606245
2017-03-02 12:30:00,1.52083333333212,-23.4211463207317,0.277137309279802,0.277146380785665
2017-03-02 13:00:00,1.54166666666788,-23.9226233563877,0.197052344240006,0.197061420387493
2017-03-02 13:30:00,1.5625,-23.7887194829268,0.218183917949719,0.218192998737479
2017-03-02 14:00:00,1.58333333333212,-25.7413083596916,-0.0930643885832111,-0.0930553031565278
2017-03-02 14:30:00,1.60416666666788,-25.9992439,-0.13435330167129,-0.134344211607036
2017-03-02 15:00:00,1.625,-29.3334118938326,-0.665688336966446,-0.665679242265974
2017-03-02 15:30:00,1.64583333333212,-29.5802560658537,-0.705210575229019,-0.705201475893681
2017-03-02 16:00:00,1.66666666666788,-29.7227862986784,-0.728115622429578,-0.728106518460727
2017-03-02 16:30:00,1.6875,-29.608134197561,-0.710051434017812,-0.710042325416804
2017-03-02 17:30:00,1.72916666666788,-29.6431637367257,-0.716031892903914,-0.716022775042653
2017-03-02 18:00:00,1.75,-29.4206340426829,-0.680783008605699,-0.680773886116345
2017-03-02 18:30:00,1.77083333333212,-30.0328410412804,-0.778508369825955,-0.778499242709864
2017-03-02 19:00:00,1.79166666666788,-29.6946098792683,-0.724828346708422,-0.724819214966951
2017-03-02 19:30:00,1.8125,-30.8775440704846,-0.913471145220008,-0.913462008854515
2017-03-02 20:00:00,1.83333333333212,-30.7174512743902,-0.888168878700093,-0.888159737711934
2017-03-02 20:30:00,1.85416666666788,-30.7931236187638,-0.90042426130242,-0.900415115692955
2017-03-02 21:00:00,1.875,-30.5276463402439,-0.858334358927322,-0.85832520869791
2017-03-02 21:30:00,1.89583333333212,-30.8027699223451,-0.902362653682714,-0.902353498834714
2017-03-02 22:00:00,1.91666666666788,-30.5804389878049,-0.867146182137827,-0.8671370226726
2017-03-02 22:30:00,1.9375,-30.1786754869757,-0.803346068220365,-0.803336904139271
2017-03-02 23:00:00,1.95833333333212,-29.7081585865854,-0.728593582257039,-0.72858441356144
2017-03-02 23:30:00,1.97916666666788,-28.6074744940133,-0.553455105864421,-0.553445932555678
2017-03-03,2,-28.1894286,-0.487061475908502,-0.487052297987978
2017-03-03 00:30:00,2.02083333333212,-27.6889691792952,-0.407539405815763,-0.407530223284821
2017-03-03 01:00:00,2.04166666666788,-27.380561104878,-0.358611345961964,-0.358602158821967
2017-03-03 01:30:00,2.0625,-27.3358102756696,-0.351684167189804,-0.351674975442117
2017-03-03 02:00:00,2.08333333333212,-27.0784390841463,-0.310886506241114,-0.310877309887102
2017-03-03 02:30:00,2.10416666666788,-25.9950175484582,-0.138498528616774,-0.138489327657801
2017-03-03 03:00:00,2.125,-25.8652926670732,-0.118035202975876,-0.118025997413309
2017-03-03 03:30:00,2.14583333333212,-25.902938330837,-0.124234218185987,-0.124225008021192
2017-03-03 04:00:00,2.16666666666788,-25.8306341402439,-0.112918236403424,-0.112909021637768
2017-03-03 04:30:00,2.1875,-26.1073524055066,-0.157201874606353,-0.157192655241203
2017-03-03 05:00:00,2.20833333333212,-25.8559878012195,-0.117361627641527,-0.117352403678252
2017-03-03 05:30:00,2.22916666666788,-26.3057929385463,-0.189218314880468,-0.189209086320435
2017-03-03 06:00:00,2.25,-26.325280447561,-0.19252518969316,-0.19251595653774
2017-03-03 06:30:00,2.27083333333212,-26.3047907422907,-0.189463758950265,-0.189454521200827
2017-03-03 07:00:00,2.29166666666788,-26.2367073170732,-0.178820707831018,-0.178811465488933
2017-03-03 07:30:00,2.3125,-26.1629867552863,-0.167279750024147,-0.167270503090785
2017-03-03 08:00:00,2.33333333333212,-25.9483779829268,-0.133295292762907,-0.13328604123964
2017-03-03 08:30:00,2.35416666666788,-25.9717378896476,-0.137219509278836,-0.137210253167035
2017-03-03 09:00:00,2.375,-25.7620122012195,-0.10401311703996,-0.104003856340999
2017-03-03 09:30:00,2.39583333333212,-25.8043920856828,-0.110967415812688,-0.11095815052794
2017-03-03 10:00:00,2.41666666666788,-25.6493170158537,-0.0864670923291588,-0.0864578224599968
2017-03-03 10:30:00,2.4375,-25.830995564978,-0.115611954033327,-0.115602679581125
2017-03-03 11:00:00,2.45833333333212,-25.8504634231707,-0.118916629768454,-0.118907350734588
2017-03-03 11:30:00,2.47916666666788,-26.4449537427313,-0.213822887505695,-0.213813603891539
2017-03-03 12:00:00,2.5,-26.5150121341463,-0.225186857285763,-0.225177569092695
2017-03-03 12:30:00,2.52083333333212,-26.4923150180617,-0.221774901372788,-0.221765608602183
